"Timestamp","Accelerometer.X","Accelerometer.Y","Accelerometer.Z","DATE_TIME"
"2/8/2020 18:03:59.213",1.93,-1.23,0.621,2020-02-08 18:03:59.213
"2/8/2020 18:03:59.225",1.863,-1.063,0.598,2020-02-08 18:03:59.224
"2/8/2020 18:03:59.238",1.691,-0.777,0.359,2020-02-08 18:03:59.237
"2/8/2020 18:03:59.250",1.504,-0.723,0.031,2020-02-08 18:03:59.250
"2/8/2020 18:03:59.263",1.199,-0.84,-0.328,2020-02-08 18:03:59.263
"2/8/2020 18:03:59.275",0.906,-0.961,-0.617,2020-02-08 18:03:59.275
"2/8/2020 18:03:59.288",0.75,-0.961,-0.758,2020-02-08 18:03:59.288
"2/8/2020 18:03:59.300",0.785,-0.637,-0.762,2020-02-08 18:03:59.299
"2/8/2020 18:03:59.313",1.504,-0.133,-0.355,2020-02-08 18:03:59.312
"2/8/2020 18:03:59.325",2.156,0.457,-0.195,2020-02-08 18:03:59.325
"2/8/2020 18:03:59.338",1.543,0.5,0.359,2020-02-08 18:03:59.338
"2/8/2020 18:03:59.350",1.203,0.027,1.352,2020-02-08 18:03:59.349
"2/8/2020 18:03:59.363",1.352,-0.195,1.98,2020-02-08 18:03:59.362
"2/8/2020 18:03:59.375",1.434,-0.176,1.988,2020-02-08 18:03:59.375
"2/8/2020 18:03:59.388",1.414,0.074,1.809,2020-02-08 18:03:59.388
"2/8/2020 18:03:59.400",1.582,0.598,1.605,2020-02-08 18:03:59.400
"2/8/2020 18:03:59.413",1.559,1.086,1.336,2020-02-08 18:03:59.413
"2/8/2020 18:03:59.425",1.359,1.445,1.152,2020-02-08 18:03:59.424
"2/8/2020 18:03:59.438",1.164,1.613,0.988,2020-02-08 18:03:59.437
"2/8/2020 18:03:59.450",0.957,1.84,0.629,2020-02-08 18:03:59.450
"2/8/2020 18:03:59.463",0.637,2.023,0.168,2020-02-08 18:03:59.463
"2/8/2020 18:03:59.475",0.434,1.957,-0.23,2020-02-08 18:03:59.474
"2/8/2020 18:03:59.488",0.297,1.668,-0.523,2020-02-08 18:03:59.487
"2/8/2020 18:03:59.500",0.199,1.262,-0.707,2020-02-08 18:03:59.500
"2/8/2020 18:03:59.513",0.234,0.891,-0.875,2020-02-08 18:03:59.513
"2/8/2020 18:03:59.525",0.305,0.555,-1.039,2020-02-08 18:03:59.525
"2/8/2020 18:03:59.538",0.352,0.262,-1.164,2020-02-08 18:03:59.538
"2/8/2020 18:03:59.550",0.402,0.043,-1.281,2020-02-08 18:03:59.549
"2/8/2020 18:03:59.563",0.469,-0.035,-1.48,2020-02-08 18:03:59.562
"2/8/2020 18:03:59.575",0.574,0.047,-1.719,2020-02-08 18:03:59.575
"2/8/2020 18:03:59.588",0.551,0.152,-1.789,2020-02-08 18:03:59.588
"2/8/2020 18:03:59.600",0.48,0.102,-1.746,2020-02-08 18:03:59.599
"2/8/2020 18:03:59.613",0.461,-0.098,-1.719,2020-02-08 18:03:59.612
"2/8/2020 18:03:59.625",0.383,-0.27,-1.707,2020-02-08 18:03:59.625
"2/8/2020 18:03:59.638",0.227,-0.336,-1.648,2020-02-08 18:03:59.638
"2/8/2020 18:03:59.650",0.094,-0.34,-1.5,2020-02-08 18:03:59.650
"2/8/2020 18:03:59.663",-0.016,-0.336,-1.336,2020-02-08 18:03:59.663
"2/8/2020 18:03:59.675",-0.09,-0.395,-1.207,2020-02-08 18:03:59.674
"2/8/2020 18:03:59.688",-0.176,-0.32,-1.094,2020-02-08 18:03:59.687
"2/8/2020 18:03:59.700",-0.367,-0.371,-1.055,2020-02-08 18:03:59.700
