NAME,CITY,STATE,COUNTY,NAICSDESCR,GEOLINKID,X,Y,SUBTYPE,DENOM,PROT,CATH
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - NORTHPOINT 3RD WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093006,-111.9465368,40.8012867,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - PARLEYS 5TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,722472737,-111.815436,40.7215007,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 13TH (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124038284,-111.8393126,40.7597173,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 19TH (STUDENT MARRIED) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32130668,-111.8382167,40.7513413,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 25TH (STUDENT MARRIED) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32130668,-111.838216,40.7513434,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 28TH (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124038550,-111.8393138,40.7597168,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 35TH (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124038550,-111.8393144,40.7597182,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 38TH (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124038550,-111.8393131,40.7597181,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 40TH (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124038550,-111.8393145,40.7597177,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 9TH (STUDENT MARRIED) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32130668,-111.8382185,40.7513407,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WINDER 13TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32100228,-111.856406,40.6728602,CHRISTIAN,LDS,Y,N
LIBERTY BAPTIST CHURCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32063295,-111.896486,40.7075813,CHRISTIAN,BAPT,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD HEIGHTS 5TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32101943,-111.8266399,40.622781,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD HEIGHTS 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32101943,-111.8266395,40.6227808,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD 2ND WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32100779,-111.8321698,40.6566923,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BUENA VISTA BRANCH (SPANISH),SALT LAKE CITY,UT,SALT LAKE,CHURCHES,736498791,-111.9240207,40.7580592,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ROSE PARK 6TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093225,-111.9261605,40.7938827,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ROSE PARK 14TH (SPANISH) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093225,-111.9261621,40.7938827,CHRISTIAN,LDS,Y,N
TRINITY AFRICAN METHODIST EPISCOPAL CHURCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32132137,-111.8843795,40.7566089,CHRISTIAN,AME,Y,N
CATHOLIC DIOCESE OF SALT LAKE CITY CHURCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094893,-111.8809354,40.7699833,CHRISTIAN,NOT AVAILABLE,N,Y
THE CATHEDRAL OF THE MADELEINE,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094894,-111.8815821,40.7696337,CHRISTIAN,NOT AVAILABLE,N,Y
SOUTHEAST BAPTIST CHURCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32101856,-111.8430107,40.6247661,CHRISTIAN,SBC,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MOUNT OLYMPUS 3RD (YOUNG SINGLE ADULT) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099970,-111.7873354,40.6778066,CHRISTIAN,LDS,Y,N
SAINT CATHERINE OF SIENA - NEWMAN CENTER,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32095104,-111.8527022,40.7655613,CHRISTIAN,NOT AVAILABLE,N,Y
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BUTLER 4TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32126231,-111.8422143,40.6299299,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BUTLER 20TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32110202,-111.8519843,40.6208701,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - EAST MILL CREEK 7TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098879,-111.8060771,40.6976779,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - TWENTY FIFTH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,736498791,-111.9240209,40.7580604,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - CAPITOL HILL 2ND WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094019,-111.8906527,40.778586,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 43RD (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32096405,-111.8577907,40.7452748,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ESCALANTE BRANCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093225,-111.9261598,40.7938816,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - CANNON 2ND (TONGAN) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32061912,-111.9315589,40.7434161,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MILLSTREAM WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,101939091,-111.8603867,40.697697,CHRISTIAN,LDS,Y,N
